area Name,area type,year,variable,value
Bermuda Run,Municipality,2020,High School Graduates White Age 25 Up,401.0
Bessemer City,Municipality,2020,High School Graduates White Age 25 Up,1041.0
Bethania,Municipality,2020,High School Graduates White Age 25 Up,79.0
Bladenboro,Municipality,2020,High School Graduates White Age 25 Up,315.0
Bowdens CDP,Municipality,2020,High School Graduates White Age 25 Up,55.0
Brevard,Municipality,2020,High School Graduates White Age 25 Up,1008.0
Briar Chapel CDP,Municipality,2020,High School Graduates White Age 25 Up,190.0
Bridgeton,Municipality,2020,High School Graduates White Age 25 Up,66.0
Broadway,Municipality,2020,High School Graduates White Age 25 Up,249.0
Camden CDP,Municipality,2020,High School Graduates White Age 25 Up,11.0
Carthage,Municipality,2020,High School Graduates White Age 25 Up,489.0
Centerville CDP,Municipality,2020,High School Graduates White Age 25 Up,11.0
Cherry Branch CDP,Municipality,2020,High School Graduates White Age 25 Up,192.0
Chimney Rock Village,Municipality,2020,High School Graduates White Age 25 Up,60.0
Coinjock CDP,Municipality,2020,High School Graduates White Age 25 Up,55.0
Columbus,Municipality,2020,High School Graduates White Age 25 Up,176.0
Cordova CDP,Municipality,2020,High School Graduates White Age 25 Up,430.0
East Arcadia,Municipality,2020,High School Graduates White Age 25 Up,0.0
East Rockingham CDP,Municipality,2020,High School Graduates White Age 25 Up,505.0
East Spencer,Municipality,2020,High School Graduates White Age 25 Up,71.0
Emerald Isle,Municipality,2020,High School Graduates White Age 25 Up,503.0
Enochville CDP,Municipality,2020,High School Graduates White Age 25 Up,587.0
Eureka,Municipality,2020,High School Graduates White Age 25 Up,25.0
Everetts,Municipality,2020,High School Graduates White Age 25 Up,34.0
Fairview CDP,Municipality,2020,High School Graduates White Age 25 Up,518.0
Fletcher,Municipality,2020,High School Graduates White Age 25 Up,1079.0
Franklinton,Municipality,2020,High School Graduates White Age 25 Up,261.0
Glenville CDP,Municipality,2020,High School Graduates White Age 25 Up,0.0
Glenwood CDP,Municipality,2020,High School Graduates White Age 25 Up,77.0
Gloucester CDP,Municipality,2020,High School Graduates White Age 25 Up,110.0
Goldston,Municipality,2020,High School Graduates White Age 25 Up,45.0
Gorman CDP,Municipality,2020,High School Graduates White Age 25 Up,209.0
Grandy CDP,Municipality,2020,High School Graduates White Age 25 Up,601.0
Greensboro,Municipality,2020,High School Graduates White Age 25 Up,16473.0
Grifton,Municipality,2020,High School Graduates White Age 25 Up,240.0
Grimesland,Municipality,2020,High School Graduates White Age 25 Up,84.0
Grover,Municipality,2020,High School Graduates White Age 25 Up,151.0
Hassell,Municipality,2020,High School Graduates White Age 25 Up,0.0
Haw River,Municipality,2020,High School Graduates White Age 25 Up,493.0
Hightsville CDP,Municipality,2020,High School Graduates White Age 25 Up,214.0
Hope Mills,Municipality,2020,High School Graduates White Age 25 Up,1501.0
Jefferson,Municipality,2020,High School Graduates White Age 25 Up,398.0
Keener CDP,Municipality,2020,High School Graduates White Age 25 Up,72.0
King,Municipality,2020,High School Graduates White Age 25 Up,1625.0
Maiden,Municipality,2020,High School Graduates White Age 25 Up,845.0
Mamers CDP,Municipality,2020,High School Graduates White Age 25 Up,152.0
Mars Hill,Municipality,2020,High School Graduates White Age 25 Up,353.0
Mesic,Municipality,2020,High School Graduates White Age 25 Up,47.0
Montreat,Municipality,2020,High School Graduates White Age 25 Up,0.0
Murphy,Municipality,2020,High School Graduates White Age 25 Up,424.0
Myrtle Grove CDP,Municipality,2020,High School Graduates White Age 25 Up,1213.0
Norwood,Municipality,2020,High School Graduates White Age 25 Up,446.0
Old Hundred CDP,Municipality,2020,High School Graduates White Age 25 Up,22.0
Parmele,Municipality,2020,High School Graduates White Age 25 Up,22.0
Pilot Mountain,Municipality,2020,High School Graduates White Age 25 Up,247.0
Pinnacle CDP,Municipality,2020,High School Graduates White Age 25 Up,149.0
Pittsboro,Municipality,2020,High School Graduates White Age 25 Up,687.0
Polkton,Municipality,2020,High School Graduates White Age 25 Up,332.0
Polkville,Municipality,2020,High School Graduates White Age 25 Up,167.0
Pollocksville,Municipality,2020,High School Graduates White Age 25 Up,33.0
Proctorville,Municipality,2020,High School Graduates White Age 25 Up,67.0
Raynham,Municipality,2020,High School Graduates White Age 25 Up,7.0
Rennert,Municipality,2020,High School Graduates White Age 25 Up,2.0
Rhodhiss,Municipality,2020,High School Graduates White Age 25 Up,268.0
Roanoke Rapids,Municipality,2020,High School Graduates White Age 25 Up,2114.0
St. Pauls,Municipality,2020,High School Graduates White Age 25 Up,328.0
Sedalia,Municipality,2020,High School Graduates White Age 25 Up,10.0
Seven Lakes CDP,Municipality,2020,High School Graduates White Age 25 Up,745.0
Seven Springs,Municipality,2020,High School Graduates White Age 25 Up,13.0
Sharpsburg,Municipality,2020,High School Graduates White Age 25 Up,121.0
Southern Shores,Municipality,2020,High School Graduates White Age 25 Up,397.0
Spring Lake,Municipality,2020,High School Graduates White Age 25 Up,616.0
Valley Hill CDP,Municipality,2020,High School Graduates White Age 25 Up,359.0
Varnamtown,Municipality,2020,High School Graduates White Age 25 Up,315.0
Watha,Municipality,2020,High School Graduates White Age 25 Up,78.0
Weldon,Municipality,2020,High School Graduates White Age 25 Up,48.0
West Canton CDP,Municipality,2020,High School Graduates White Age 25 Up,319.0
West Jefferson,Municipality,2020,High School Graduates White Age 25 Up,412.0
Whispering Pines,Municipality,2020,High School Graduates White Age 25 Up,227.0
Wilkesboro,Municipality,2020,High School Graduates White Age 25 Up,591.0
Wrightsboro CDP,Municipality,2020,High School Graduates White Age 25 Up,850.0
Zebulon,Municipality,2020,High School Graduates White Age 25 Up,484.0
Alleghany County,County,2020,High School Graduates White Age 25 Up,2286.0
Burke County,County,2020,High School Graduates White Age 25 Up,18525.0
Cherokee County,County,2020,High School Graduates White Age 25 Up,6821.0
Davie County,County,2020,High School Graduates White Age 25 Up,8824.0
Durham County,County,2020,High School Graduates White Age 25 Up,16147.0
Forsyth County,County,2020,High School Graduates White Age 25 Up,41020.0
Hyde County,County,2020,High School Graduates White Age 25 Up,778.0
Iredell County,County,2020,High School Graduates White Age 25 Up,27521.0
Johnston County,County,2020,High School Graduates White Age 25 Up,28948.0
Madison County,County,2020,High School Graduates White Age 25 Up,4798.0
McDowell County,County,2020,High School Graduates White Age 25 Up,9914.0
Surry County,County,2020,High School Graduates White Age 25 Up,13541.0
Transylvania County,County,2020,High School Graduates White Age 25 Up,5962.0
Union County,County,2020,High School Graduates White Age 25 Up,28813.0
Altamahaw CDP,Municipality,2020,High School Graduates White Age 25 Up,129.0
Apex,Municipality,2020,High School Graduates White Age 25 Up,2667.0
Askewville,Municipality,2020,High School Graduates White Age 25 Up,79.0
Atlantic CDP,Municipality,2020,High School Graduates White Age 25 Up,252.0
Atlantic Beach,Municipality,2020,High School Graduates White Age 25 Up,326.0
Aulander,Municipality,2020,High School Graduates White Age 25 Up,35.0
Avery Creek CDP,Municipality,2020,High School Graduates White Age 25 Up,463.0
Bakersville,Municipality,2020,High School Graduates White Age 25 Up,69.0
Bayview CDP,Municipality,2020,High School Graduates White Age 25 Up,195.0
Beaufort,Municipality,2020,High School Graduates White Age 25 Up,594.0
Bell Arthur CDP,Municipality,2020,High School Graduates White Age 25 Up,74.0
Beulaville,Municipality,2020,High School Graduates White Age 25 Up,174.0
Boone,Municipality,2020,High School Graduates White Age 25 Up,612.0
Brookford,Municipality,2020,High School Graduates White Age 25 Up,157.0
Buies Creek CDP,Municipality,2020,High School Graduates White Age 25 Up,9.0
Butters CDP,Municipality,2020,High School Graduates White Age 25 Up,48.0
Cameron,Municipality,2020,High School Graduates White Age 25 Up,50.0
Cape Carteret,Municipality,2020,High School Graduates White Age 25 Up,375.0
Carolina Shores,Municipality,2020,High School Graduates White Age 25 Up,1150.0
Chadbourn,Municipality,2020,High School Graduates White Age 25 Up,156.0
Clinton,Municipality,2020,High School Graduates White Age 25 Up,677.0
Coats,Municipality,2020,High School Graduates White Age 25 Up,421.0
Conetoe,Municipality,2020,High School Graduates White Age 25 Up,14.0
Cove City,Municipality,2020,High School Graduates White Age 25 Up,113.0
Creswell,Municipality,2020,High School Graduates White Age 25 Up,54.0
Crouse CDP,Municipality,2020,High School Graduates White Age 25 Up,0.0
Cullowhee CDP,Municipality,2020,High School Graduates White Age 25 Up,54.0
Delco CDP,Municipality,2020,High School Graduates White Age 25 Up,32.0
Dillsboro,Municipality,2020,High School Graduates White Age 25 Up,30.0
Durham,Municipality,2020,High School Graduates White Age 25 Up,10448.0
East Flat Rock CDP,Municipality,2020,High School Graduates White Age 25 Up,1271.0
Edenton,Municipality,2020,High School Graduates White Age 25 Up,271.0
Efland CDP,Municipality,2020,High School Graduates White Age 25 Up,50.0
Elizabethtown,Municipality,2020,High School Graduates White Age 25 Up,261.0
Elkin,Municipality,2020,High School Graduates White Age 25 Up,708.0
Fallston,Municipality,2020,High School Graduates White Age 25 Up,116.0
Four Oaks,Municipality,2020,High School Graduates White Age 25 Up,275.0
Franklin,Municipality,2020,High School Graduates White Age 25 Up,615.0
Garland,Municipality,2020,High School Graduates White Age 25 Up,125.0
Graham,Municipality,2020,High School Graduates White Age 25 Up,2129.0
Greenevers,Municipality,2020,High School Graduates White Age 25 Up,21.0
Harrells,Municipality,2020,High School Graduates White Age 25 Up,50.0
Hayesville,Municipality,2020,High School Graduates White Age 25 Up,108.0
Hendersonville,Municipality,2020,High School Graduates White Age 25 Up,2034.0
Hickory,Municipality,2020,High School Graduates White Age 25 Up,4432.0
Hudson,Municipality,2020,High School Graduates White Age 25 Up,656.0
Huntersville,Municipality,2020,High School Graduates White Age 25 Up,4292.0
Kernersville,Municipality,2020,High School Graduates White Age 25 Up,3624.0
La Grange,Municipality,2020,High School Graduates White Age 25 Up,299.0
Lake Lure,Municipality,2020,High School Graduates White Age 25 Up,204.0
Laurel Hill CDP,Municipality,2020,High School Graduates White Age 25 Up,160.0
Lewisville,Municipality,2020,High School Graduates White Age 25 Up,1890.0
Lilesville,Municipality,2020,High School Graduates White Age 25 Up,89.0
Lowesville CDP,Municipality,2020,High School Graduates White Age 25 Up,622.0
Lucama,Municipality,2020,High School Graduates White Age 25 Up,114.0
McFarlan,Municipality,2020,High School Graduates White Age 25 Up,13.0
McLeansville CDP,Municipality,2020,High School Graduates White Age 25 Up,352.0
Mebane,Municipality,2020,High School Graduates White Age 25 Up,1472.0
Middleburg,Municipality,2020,High School Graduates White Age 25 Up,5.0
Millingport CDP,Municipality,2020,High School Graduates White Age 25 Up,67.0
Mountain View CDP,Municipality,2020,High School Graduates White Age 25 Up,684.0
Mount Airy,Municipality,2020,High School Graduates White Age 25 Up,1432.0
Nebo CDP,Municipality,2020,High School Graduates White Age 25 Up,272.0
Northwest,Municipality,2020,High School Graduates White Age 25 Up,72.0
Oakboro,Municipality,2020,High School Graduates White Age 25 Up,376.0
Ocracoke CDP,Municipality,2020,High School Graduates White Age 25 Up,125.0
Oxford,Municipality,2020,High School Graduates White Age 25 Up,614.0
Peachland,Municipality,2020,High School Graduates White Age 25 Up,52.0
Pine Knoll Shores,Municipality,2020,High School Graduates White Age 25 Up,118.0
Porters Neck CDP,Municipality,2020,High School Graduates White Age 25 Up,759.0
Raeford,Municipality,2020,High School Graduates White Age 25 Up,466.0
Raleigh,Municipality,2020,High School Graduates White Age 25 Up,20697.0
Randleman,Municipality,2020,High School Graduates White Age 25 Up,560.0
Red Oak,Municipality,2020,High School Graduates White Age 25 Up,720.0
Red Springs,Municipality,2020,High School Graduates White Age 25 Up,182.0
Robbinsville,Municipality,2020,High School Graduates White Age 25 Up,123.0
St. Stephens CDP,Municipality,2020,High School Graduates White Age 25 Up,1762.0
Saluda,Municipality,2020,High School Graduates White Age 25 Up,102.0
Saratoga,Municipality,2020,High School Graduates White Age 25 Up,64.0
Shallotte,Municipality,2020,High School Graduates White Age 25 Up,712.0
Smithfield,Municipality,2020,High School Graduates White Age 25 Up,1438.0
Spring Hope,Municipality,2020,High School Graduates White Age 25 Up,55.0
Stedman,Municipality,2020,High School Graduates White Age 25 Up,309.0
Summerfield,Municipality,2020,High School Graduates White Age 25 Up,1221.0
Swannanoa CDP,Municipality,2020,High School Graduates White Age 25 Up,1323.0
Tarboro,Municipality,2020,High School Graduates White Age 25 Up,1129.0
Taylorsville,Municipality,2020,High School Graduates White Age 25 Up,384.0
Topsail Beach,Municipality,2020,High School Graduates White Age 25 Up,51.0
Trent Woods,Municipality,2020,High School Graduates White Age 25 Up,397.0
Trinity,Municipality,2020,High School Graduates White Age 25 Up,1471.0
Turkey,Municipality,2020,High School Graduates White Age 25 Up,127.0
Unionville,Municipality,2020,High School Graduates White Age 25 Up,1870.0
Vann Crossroads CDP,Municipality,2020,High School Graduates White Age 25 Up,0.0
Waco,Municipality,2020,High School Graduates White Age 25 Up,106.0
Wadesboro,Municipality,2020,High School Graduates White Age 25 Up,178.0
Walkertown,Municipality,2020,High School Graduates White Age 25 Up,1008.0
Weddington,Municipality,2020,High School Graduates White Age 25 Up,751.0
White Oak CDP,Municipality,2020,High School Graduates White Age 25 Up,14.0
Wrightsville Beach,Municipality,2020,High School Graduates White Age 25 Up,239.0
Yadkin College CDP,Municipality,2020,High School Graduates White Age 25 Up,145.0
Alamance County,County,2020,High School Graduates White Age 25 Up,21319.0
Anson County,County,2020,High School Graduates White Age 25 Up,3172.0
Clay County,County,2020,High School Graduates White Age 25 Up,2327.0
Craven County,County,2020,High School Graduates White Age 25 Up,12073.0
Granville County,County,2020,High School Graduates White Age 25 Up,7905.0
Halifax County,County,2020,High School Graduates White Age 25 Up,5485.0
Henderson County,County,2020,High School Graduates White Age 25 Up,20388.0
Pasquotank County,County,2020,High School Graduates White Age 25 Up,5284.0
Stokes County,County,2020,High School Graduates White Age 25 Up,12949.0
Yadkin County,County,2020,High School Graduates White Age 25 Up,8610.0
Alexis CDP,Municipality,2020,High School Graduates White Age 25 Up,199.0
Ansonville,Municipality,2020,High School Graduates White Age 25 Up,30.0
Arapahoe,Municipality,2020,High School Graduates White Age 25 Up,122.0
Archdale,Municipality,2020,High School Graduates White Age 25 Up,1963.0
